2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 2.59382e-08 
4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 4.11169e-08 
6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 6.42722e-08 
9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 9.95996e-08 
1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 1.53329e-07 
2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 2.34679e-07 
3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 3.57233e-07 
5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 5.40896e-07 
8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 8.14679e-07 
1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 1.22062e-06 
